Lake George Water Temp 2020,
2020-08-26 17:52:46,74.3
2020-08-26 18:39:47,74.19
2020-08-26 19:20:05,74.19
2020-08-26 20:50:46,74.07
2020-08-26 21:31:04,73.85
2020-08-26 23:21:53,73.62
2020-08-26 23:48:45,73.62
2020-08-27 00:18:59,73.51
2020-08-27 00:35:46,73.51
2020-08-27 02:33:18,73.4
2020-08-27 03:53:55,73.18
2020-08-27 04:03:59,73.18
2020-08-27 04:07:21,73.18
2020-08-27 04:14:04,73.18
2020-08-27 05:41:22,73.06
2020-08-27 05:54:49,73.06
2020-08-27 06:21:43,73.06
2020-08-27 06:35:09,73.06
2020-08-27 06:51:57,72.95
2020-08-27 07:02:01,72.95
2020-08-27 07:15:27,72.95
2020-08-27 07:32:15,72.95
2020-08-27 08:02:28,72.95
2020-08-27 08:22:40,72.95
2020-08-27 09:02:58,72.84
2020-08-27 09:33:11,72.84
2020-08-27 11:40:47,72.61
2020-08-27 13:34:59,72.5
2020-08-27 13:41:42,72.61
2020-08-27 14:28:46,72.61
2020-08-27 15:02:17,72.72
2020-08-27 15:15:43,72.61
2020-08-27 15:42:35,72.72
2020-08-27 15:56:01,72.72
2020-08-27 16:06:06,72.72
2020-08-27 16:36:24,72.84
2020-08-27 17:06:37,72.84
2020-08-27 17:57:10,72.72
2020-08-27 18:27:13,72.72
2020-08-27 18:40:38,72.84
2020-08-27 18:54:04,72.84
2020-08-27 19:00:47,72.84
2020-08-27 19:07:30,72.84
2020-08-27 19:17:35,72.84
2020-08-27 20:51:37,72.84
2020-08-27 23:56:20,72.61
2020-08-28 00:40:00,72.61
2020-08-28 00:53:25,72.61
2020-08-28 01:27:00,72.61
2020-08-28 01:30:21,72.61
2020-08-28 02:00:34,72.61
2020-08-28 03:11:06,72.5
2020-08-28 03:54:45,72.5
2020-08-28 04:08:11,72.5
2020-08-28 04:11:32,72.5
2020-08-28 04:21:37,72.5
2020-08-28 06:42:39,72.5
2020-08-28 08:36:50,72.5
2020-08-28 10:00:47,72.5
2020-08-28 10:14:13,72.61
2020-08-28 10:27:39,72.61
2020-08-28 11:18:02,72.72
2020-08-28 11:24:44,72.72
2020-08-28 12:01:41,72.84
2020-08-28 12:15:06,72.84
2020-08-28 12:41:59,72.95
2020-08-28 12:55:24,73.06
2020-08-28 12:58:45,72.95
2020-08-28 13:59:12,73.18
2020-08-28 14:02:34,73.18
2020-08-28 14:42:51,73.29
2020-08-28 15:39:56,73.51
2020-08-28 16:03:26,73.62
2020-08-28 16:20:13,73.62
2020-08-28 16:33:39,73.74
2020-08-28 17:24:05,73.74
2020-08-28 17:27:26,73.74
2020-08-28 17:44:14,73.74
2020-08-28 17:47:35,73.74
2020-08-28 18:04:23,73.85
2020-08-28 19:04:50,73.85
2020-08-28 19:38:25,73.74
2020-08-28 21:22:32,73.51
2020-08-28 22:49:51,73.4
2020-08-29 00:33:57,73.18
2020-08-29 00:54:05,73.18
2020-08-29 01:47:49,73.06
2020-08-29 04:12:13,72.84
2020-08-29 04:49:09,72.84
2020-08-29 06:26:33,72.72
2020-08-29 06:53:24,72.84
2020-08-29 07:30:22,72.72
2020-08-29 10:08:12,72.72
2020-08-29 10:11:33,72.72
2020-08-29 10:35:03,72.72
2020-08-29 10:45:08,72.72
2020-08-29 13:49:53,72.84
2020-08-29 14:50:19,72.95
2020-08-29 15:54:07,73.4
2020-08-29 17:44:57,73.29
2020-08-29 18:01:44,73.4
2020-08-29 18:11:48,73.29
2020-08-29 18:38:41,73.29
2020-08-29 19:22:20,73.29
2020-08-29 21:19:52,73.18
2020-08-29 23:17:24,72.95
2020-08-29 23:34:12,72.95
2020-08-30 00:04:25,72.84
2020-08-30 00:34:39,72.84
2020-08-30 00:54:48,72.72
2020-08-30 01:45:11,72.72
2020-08-30 02:55:41,72.61
2020-08-30 02:59:03,72.61
2020-08-30 06:30:38,72.28
2020-08-30 07:47:52,72.28
2020-08-30 07:54:34,72.28
2020-08-30 10:29:02,72.05
2020-08-30 11:05:59,71.94
2020-08-30 11:39:34,71.94
2020-08-30 13:30:28,72.16
2020-08-30 14:10:49,72.39
2020-08-30 14:24:15,72.39
2020-08-30 16:01:39,72.61
2020-08-30 17:05:28,72.72
2020-08-30 17:25:36,72.72
2020-08-30 17:28:58,72.72
2020-08-30 18:29:25,72.61
2020-08-30 18:32:47,72.61
2020-08-30 18:46:12,72.5
2020-08-30 21:34:07,72.16
2020-08-30 22:17:46,72.16
2020-08-30 23:01:30,72.05
2020-08-30 23:55:13,72.05
2020-08-31 02:26:20,71.6
2020-08-31 02:49:50,71.6
2020-08-31 04:03:55,71.6
2020-08-31 09:02:34,71.26
2020-08-31 09:09:17,71.26
2020-08-31 09:29:26,71.26
2020-08-31 11:17:21,71.71
2020-08-31 11:53:50,71.94
2020-08-31 12:50:55,72.28
2020-08-31 13:04:21,72.39
2020-08-31 14:28:21,72.61
2020-08-31 14:45:10,72.61
2020-08-31 15:22:06,72.72
2020-08-31 15:45:36,72.61
2020-08-31 15:52:19,72.61
2020-08-31 17:39:47,72.61
2020-08-31 20:31:03,72.39
2020-08-31 21:31:30,72.16
2020-08-31 21:48:18,72.16
2020-08-31 23:22:19,71.94
